measured,hybrid_predicted,ggmr_predicted,rc_model3_predicted,rc_model2_predicted,rc_model1_predicted
13862.8743,14144.38205,13390.84062,1.40E+04,1.35E+04,2.57E+03
13862.8743,13877.60265,13275.11154,1.39E+04,1.35E+04,4.13E+03
13808.75101,13652.2272,13162.8259,1.37E+04,1.33E+04,5.68E+03
11585.30805,11406.77888,12926.35223,1.16E+04,1.14E+04,5.16E+03
6863.417347,4558.531594,4168.682474,4.34E+03,6.17E+03,6.20E+03
-3510.69941,-4160.975554,-4173.615398,-3.50E+03,9.67E+02,5.68E+03
-4351.804477,-4876.317052,-4814.044628,-4.78E+03,-1.87E+03,5.16E+03
-5048.093194,-5020.50176,-4796.107142,-4.98E+03,-3.27E+03,2.57E+03
-5048.093194,-5062.983741,-4792.788758,-5.01E+03,-3.91E+03,-1.06E+03
-5048.093194,-4984.405821,-4797.43298,-4.91E+03,-4.17E+03,1.02E+03
-5048.093194,-4867.568129,-4815.518889,-4.77E+03,-4.22E+03,-1.58E+03
-4874.021015,-4647.741832,-4808.492951,-4.59E+03,-4.19E+03,-3.13E+03
-4874.021015,-4465.211063,-4824.807007,-4.48E+03,-4.11E+03,-3.65E+03
-4739.444204,-4240.524776,-4826.140318,-4.26E+03,-3.99E+03,-4.69E+03
-4699.948836,-4154.966679,-4089.348411,-4.03E+03,-3.79E+03,-3.13E+03
-3537.029656,-3801.53546,-3909.894288,-3.47E+03,-3.35E+03,-5.21E+03
-3194.736463,-2843.073856,-2870.107555,1.66E+03,1.54E+03,-6.24E+03
14627.91421,15291.90223,11267.15751,1.30E+04,7.66E+03,-5.21E+03
13428.42524,14488.60768,13308.70548,1.42E+04,1.09E+04,-2.61E+03
13884.81617,14788.40951,13404.90735,1.44E+04,1.25E+04,-3.65E+03
14083.7558,14842.62949,13428.8889,1.45E+04,1.32E+04,4.96E+02
13862.8743,14667.61629,13346.54681,1.44E+04,1.36E+04,4.96E+02
14034.02089,14429.44185,13379.65633,1.43E+04,1.36E+04,3.09E+03
13691.7277,14089.14211,13285.55009,1.41E+04,1.36E+04,4.13E+03
13862.8743,13962.08758,13187.04378,1.41E+04,1.36E+04,4.13E+03
13808.75101,13512.93743,13080.40453,1.37E+04,1.34E+04,4.64E+03
11395.14517,12867.31818,12526.01515,1.06E+04,1.04E+04,6.72E+03
2621.322226,1178.962275,1776.896472,1.73E+03,4.76E+03,5.16E+03
-3510.69941,-4351.2476,-5075.668375,-3.95E+03,2.10E+02,5.68E+03
-4388.374263,-4792.608328,-4865.557377,-4.61E+03,-2.13E+03,4.13E+03
-4914.979175,-4984.15388,-4891.99435,-4.80E+03,-3.30E+03,2.57E+03
-5048.093194,-5067.517592,-4880.024371,-4.91E+03,-3.90E+03,-2.28E+01
-5048.093194,-5013.24964,-4821.998424,-4.93E+03,-4.20E+03,-1.58E+03
-5178.28163,-4947.907186,-4832.73962,-4.88E+03,-4.30E+03,-2.10E+03
-5178.28163,-4748.836923,-4800.414669,-4.72E+03,-4.29E+03,-2.62E+03
-5222.165373,-4578.687019,-4787.737731,-4.60E+03,-4.23E+03,-3.13E+03
-4914.979175,-4402.315495,-4879.303222,-4.39E+03,-4.08E+03,-5.21E+03
-4382.523097,-4096.071176,-4037.091271,-4.05E+03,-3.87E+03,-4.17E+03
-2938.747965,-3093.472649,-3511.501833,-2.18E+03,-2.02E+03,-5.21E+03
504.6630402,4364.716226,49.91289234,5.26E+03,3.42E+03,-5.73E+03
14452.37924,15453.18978,11682.46811,1.36E+04,8.76E+03,-3.65E+03
13516.19273,14649.35251,13429.7858,1.44E+04,1.15E+04,-4.17E+03
13840.93243,14768.44214,13426.59466,1.46E+04,1.28E+04,-1.06E+03
13914.072,14635.33998,13429.78942,1.45E+04,1.34E+04,-1.06E+03
13862.8743,14545.73738,13427.77518,1.44E+04,1.37E+04,3.09E+03
13862.8743,14316.22193,13311.62339,1.43E+04,1.37E+04,2.57E+03
13691.7277,13965.60858,13192.14089,1.40E+04,1.36E+04,5.68E+03
13808.75101,13496.98337,13075.8111,1.37E+04,1.32E+04,3.61E+03
11776.93373,11514.16193,11257.81958,9.49E+03,9.58E+03,6.20E+03
-1579.814735,-770.733723,-103.7225733,1.26E+02,3.80E+03,5.16E+03
-4037.304322,-4355.834757,-4839.992331,-4.19E+03,-3.32E+02,5.68E+03
-4388.374263,-4672.238874,-4653.885173,-4.61E+03,-2.35E+03,3.61E+03
-4739.444204,-4709.749368,-4610.766535,-4.61E+03,-3.32E+03,2.57E+03
-4699.948836,-4801.472793,-4617.230546,-4.68E+03,-3.76E+03,-2.42E+01
-4525.876657,-4687.464464,-4707.522878,-4.43E+03,-3.85E+03,4.94E+02
-4351.804477,-4471.884845,-4782.075526,-4.18E+03,-3.78E+03,-3.65E+03
-4351.804477,-4289.758328,-4931.762719,-3.96E+03,-3.65E+03,-3.14E+03
-4351.804477,-4176.112697,-4151.639562,-3.75E+03,-3.51E+03,-2.62E+03
-4177.732298,-4040.311157,-4078.655775,-3.57E+03,-3.36E+03,-3.65E+03
-4142.625304,-3899.388937,-4002.244072,-3.42E+03,-3.23E+03,-5.21E+03
-4177.732298,-3755.800108,-3916.022432,-3.27E+03,-3.09E+03,-3.65E+03
-4142.625304,-3591.256281,-3813.909362,-3.09E+03,-2.97E+03,-4.17E+03
-4003.660119,-3510.916016,-3745.784157,-3.02E+03,-2.87E+03,-5.73E+03
-4003.660119,-3402.117068,-3667.488345,-2.87E+03,-2.74E+03,-5.21E+03
-3194.736463,-3417.409912,-3663.382761,-2.87E+03,-2.78E+03,-4.69E+03
-2764.675786,-3077.058249,-3192.727402,2.20E+02,4.96E+02,-4.17E+03
9347.23718,13540.99114,9781.794922,1.02E+04,6.36E+03,-5.21E+03
12991.05061,14677.33165,13830.23152,1.45E+04,1.04E+04,-5.21E+03
13639.06721,14757.42324,13814.63207,1.47E+04,1.24E+04,-1.58E+03
14130.56513,14789.52728,13797.72005,1.48E+04,1.33E+04,-5.44E+02
14205.16749,14595.40419,13780.82685,1.47E+04,1.37E+04,1.01E+03
14034.02089,14438.83501,13642.24655,1.46E+04,1.39E+04,3.60E+03
14034.02089,14309.69036,13614.59655,1.45E+04,1.39E+04,2.57E+03
13516.19273,13733.98251,12640.37214,1.16E+04,1.12E+04,5.68E+03
1866.521853,1936.412583,1928.674786,2.62E+03,5.47E+03,6.20E+03
-3159.629469,-3794.656856,-3779.718354,-3.35E+03,7.85E+02,5.68E+03
-4037.304322,-4232.291722,-4034.133387,-4.14E+03,-1.66E+03,3.60E+03
-4388.374263,-4342.81508,-4084.015451,-4.37E+03,-2.90E+03,3.09E+03
-4388.374263,-4412.720541,-4115.194516,-4.50E+03,-3.52E+03,1.53E+03
-4351.804477,-4386.313524,-4095.96558,-4.44E+03,-3.77E+03,-1.06E+03
-4525.876657,-4282.202627,-4022.948603,-4.29E+03,-3.83E+03,-1.06E+03
-4525.876657,-4170.762221,-3952.513303,-4.18E+03,-3.81E+03,-1.58E+03
-4525.876657,-4166.690294,-4007.189421,-4.03E+03,-3.72E+03,-2.10E+03
-4351.804477,-4107.01052,-4019.882707,-3.83E+03,-3.61E+03,-2.62E+03
-4142.625304,-4045.606002,-4014.61647,-3.68E+03,-3.46E+03,-3.14E+03
-4177.732298,-3966.869671,-4004.611411,-3.44E+03,-3.32E+03,-3.66E+03
-4003.660119,-3909.848214,-3984.692247,-3.36E+03,-3.20E+03,-3.66E+03
-3970.015917,-3820.303036,-3936.02118,-3.24E+03,-3.12E+03,-4.17E+03
-4177.732298,-3778.014197,-3917.545801,-3.21E+03,-3.05E+03,-3.14E+03
-3829.58794,-3739.067989,-3890.692168,-3.11E+03,-2.99E+03,-4.17E+03
-4177.732298,-3702.93554,-3858.985973,-3.07E+03,-2.95E+03,-4.69E+03
-3829.58794,-3646.61368,-3780.274951,-3.04E+03,-2.92E+03,-4.17E+03
-3861.769351,-3628.653311,-3755.098501,-2.99E+03,-2.87E+03,-3.66E+03
-3686.234381,-3623.768505,-3754.719444,-2.89E+03,-2.80E+03,-4.17E+03
-3686.234381,-3598.041455,-3747.372844,-2.75E+03,-2.69E+03,-3.66E+03
-3443.411005,-3559.164282,-3726.367073,-2.61E+03,-2.58E+03,-5.21E+03
-3011.887536,-3612.479824,-3773.383381,-2.62E+03,-2.59E+03,-2.10E+03
-2396.052348,-3717.073026,-3783.63741,-3.01E+03,-2.86E+03,-3.66E+03
-2539.405907,-3818.46765,-3748.49161,-3.55E+03,-3.18E+03,-5.21E+03
-3278.115574,-3737.621174,-3659.083007,-3.54E+03,-3.26E+03,-3.14E+03
-3554.583153,-3575.403204,-3580.926515,-3.17E+03,-3.08E+03,-2.62E+03
-5345.039852,-4654.577609,-6155.05304,2.10E+03,2.01E+03,-4.18E+03
15100.39584,15785.34057,9810.34053,1.42E+04,8.35E+03,-2.62E+03
13644.91838,14569.04582,13996.66078,1.49E+04,1.15E+04,-1.58E+03
14288.5466,14564.68702,13917.61385,1.51E+04,1.30E+04,-1.58E+03
14341.20709,14541.72873,13944.41307,1.51E+04,1.38E+04,2.57E+03
14423.12341,14337.03931,13835.40715,1.50E+04,1.41E+04,1.53E+03
14671.79795,13692.24597,13891.28254,1.45E+04,1.37E+04,5.68E+03
12727.74815,10356.01871,11090.2323,1.01E+04,1.00E+04,5.68E+03
-1228.744794,-1217.726429,217.9050662,7.64E+02,4.32E+03,7.23E+03
-2984.094499,-3986.016167,-4242.642778,-3.28E+03,3.32E+02,5.68E+03
-3686.234381,-4085.14151,-4155.117804,-3.73E+03,-1.71E+03,4.64E+03
-3861.769351,-4246.533831,-4063.949881,-4.03E+03,-2.78E+03,5.68E+03
-4003.660119,-4274.859438,-3995.143035,-4.13E+03,-3.30E+03,-2.77E+01
-4003.660119,-4249.840484,-3965.934764,-4.10E+03,-3.55E+03,2.05E+03
-4003.660119,-4197.420055,-3946.989406,-4.01E+03,-3.58E+03,-2.10E+03
-3970.015917,-4060.519498,-3899.060857,-3.83E+03,-3.58E+03,-1.06E+03
-4003.660119,-4072.685527,-3904.148084,-3.90E+03,-3.60E+03,-1.06E+03
-4003.660119,-3939.744273,-3862.955535,-3.80E+03,-3.55E+03,-2.10E+03
-3970.015917,-3829.327447,-3861.341674,-3.65E+03,-3.47E+03,-2.10E+03
-3829.58794,-3707.592784,-3839.853607,-3.55E+03,-3.40E+03,-2.62E+03
-4003.660119,-3601.084684,-3823.269316,-3.48E+03,-3.32E+03,-3.14E+03
-4003.660119,-3545.374631,-3829.571529,-3.40E+03,-3.28E+03,-2.10E+03
-3797.406529,-3489.031344,-3814.202113,-3.38E+03,-3.22E+03,-5.21E+03
-4003.660119,-3397.563099,-3825.493053,-3.23E+03,-3.14E+03,-2.10E+03
-3829.58794,-3380.499549,-3819.111395,-3.17E+03,-3.08E+03,-3.66E+03
-3655.515761,-3367.332165,-3822.718573,-3.10E+03,-3.01E+03,-3.66E+03
-3655.515761,-3354.509231,-3809.004424,-3.00E+03,-2.94E+03,-3.14E+03
-3624.797141,-3323.482358,-3775.588625,-2.91E+03,-2.85E+03,-3.66E+03
-3452.187754,-3295.829273,-3789.547286,-2.79E+03,-2.76E+03,-4.18E+03
-3279.578366,-3281.634544,-3761.981709,-2.73E+03,-2.70E+03,-3.14E+03
-3307.371403,-3255.037588,-3687.712349,-2.68E+03,-2.62E+03,-2.62E+03
-2984.094499,-3224.178882,-3752.386088,-2.49E+03,-2.49E+03,-4.18E+03
-2808.559528,-3174.622539,-3716.914506,-2.33E+03,-2.36E+03,-3.66E+03
-2760.287411,-3118.062701,-3624.725614,-2.17E+03,-2.21E+03,-4.18E+03
-2119.584769,-3209.361847,-3427.176369,-2.14E+03,-2.20E+03,-2.62E+03
-1948.438173,-3155.879383,-3262.860752,-2.54E+03,-2.42E+03,-3.66E+03
-2170.782469,-3081.960472,-3100.630496,-2.84E+03,-2.59E+03,-2.62E+03
-2646.189681,-2986.48476,-3014.395014,-2.78E+03,-2.66E+03,-2.62E+03
-2948.987505,-2916.526976,-2923.053405,-2.84E+03,-2.75E+03,-2.10E+03
-3041.143364,-2107.474366,-2594.05713,-1.02E+03,-8.66E+02,-2.62E+03
311.5745727,2651.271528,8913.088019,6.85E+03,4.58E+03,-2.10E+03
15815.70084,13973.61762,11371.90618,1.47E+04,9.79E+03,-2.62E+03
14668.87237,14905.12108,16395.73568,1.55E+04,1.24E+04,-1.07E+03
15041.88418,14653.79704,16150.55587,1.52E+04,1.35E+04,1.01E+03
14762.49102,14543.26534,15849.88382,1.51E+04,1.40E+04,3.60E+03
14889.75387,13315.56449,15899.68345,1.39E+04,1.30E+04,3.60E+03
8452.008831,6843.890097,7386.049726,7.41E+03,8.24E+03,5.67E+03
-1404.279764,-2550.029325,-2847.485348,-1.35E+03,2.82E+03,6.19E+03
-2457.489587,-3275.713394,-3082.058488,-3.19E+03,-3.08E+02,7.23E+03
-2984.094499,-3597.073063,-3437.259985,-3.53E+03,-1.90E+03,3.60E+03
-3133.299224,-3880.917602,-3599.648921,-3.72E+03,-2.71E+03,2.56E+03
-3307.371403,-3873.00391,-3553.184127,-3.77E+03,-3.12E+03,1.53E+03
-3279.578366,-3880.19267,-3513.322395,-3.86E+03,-3.37E+03,-2.96E+01
-3452.187754,-3855.745998,-3491.993086,-3.86E+03,-3.46E+03,1.01E+03
-3279.578366,-3772.933743,-3503.172037,-3.70E+03,-3.43E+03,-2.62E+03
-3279.578366,-3681.045147,-3520.297399,-3.55E+03,-3.36E+03,-1.59E+03
-3279.578366,-3562.530546,-3517.366042,-3.49E+03,-3.30E+03,-2.10E+03
-3106.968978,-3363.115908,-3448.169044,-3.37E+03,-3.22E+03,-2.10E+03
-3106.968978,-3130.525285,-3023.851451,-3.27E+03,-3.14E+03,-2.62E+03
-3106.968978,-3054.348795,-2997.86377,-3.19E+03,-3.07E+03,-3.66E+03
-2934.359591,-2883.497942,-2882.48939,-3.08E+03,-2.99E+03,-3.14E+03
-3106.968978,-2801.006463,-2832.417237,-3.02E+03,-2.93E+03,-1.59E+03
-2934.359591,-2714.822933,-2777.175299,-2.95E+03,-2.86E+03,-4.18E+03
-2984.094499,-2686.844111,-2775.321455,-2.87E+03,-2.81E+03,-1.59E+03
-2808.559528,-2631.626516,-2730.248478,-2.86E+03,-2.77E+03,-2.62E+03
-2668.131552,-2569.880579,-2708.091492,-2.70E+03,-2.64E+03,-4.18E+03
-2242.459248,-2443.238126,-2624.531434,-2.54E+03,-2.57E+03,-2.62E+03
-1840.191608,-2578.968128,-2673.857475,-2.87E+03,-2.77E+03,-3.66E+03
-2129.824309,-2607.788721,-2622.412109,-3.18E+03,-2.87E+03,-3.66E+03
-4183.583464,-3456.517729,-4101.002158,1.89E+03,1.92E+03,-2.62E+03
15703.0659,16341.24536,11475.82955,1.38E+04,8.13E+03,-2.62E+03
14420.19783,15024.49943,15647.76275,1.48E+04,1.14E+04,-3.14E+03
15236.43544,15247.02553,15564.11724,1.51E+04,1.30E+04,4.88E+02
15139.89121,15260.93392,15575.06115,1.51E+04,1.37E+04,1.52E+03
15060.90047,15042.3132,15453.58035,1.49E+04,1.40E+04,4.12E+03
15189.62612,14478.43197,15371.82436,1.44E+04,1.37E+04,5.15E+03
13074.42972,11485.43077,10162.72018,1.00E+04,9.94E+03,5.15E+03
-175.5349705,-494.7793321,-895.2624902,6.70E+02,4.25E+03,8.27E+03
-2281.954617,-2865.351423,-2820.406178,-3.27E+03,2.81E+02,5.15E+03
-2808.559528,-3096.297848,-2898.407696,-3.80E+03,-1.75E+03,6.19E+03
-3133.299224,-3221.756144,-2962.175736,-4.01E+03,-2.78E+03,3.08E+03
-3133.299224,-3312.378305,-3016.149391,-4.11E+03,-3.32E+03,1.52E+03
-3307.371403,-3323.978692,-3012.176302,-4.17E+03,-3.59E+03,1.52E+03
-3307.371403,-3308.256064,-3006.387809,-4.13E+03,-3.70E+03,-1.07E+03
-3481.443582,-3225.095306,-2947.690481,-4.06E+03,-3.73E+03,-1.59E+03
-3279.578366,-3173.624541,-2936.243179,-3.94E+03,-3.67E+03,-2.11E+03
-3307.371403,-3023.656058,-2873.537245,-3.74E+03,-3.55E+03,-2.11E+03
-3159.629469,-2927.238172,-2852.776246,-3.56E+03,-3.41E+03,-3.14E+03
-2918.268885,-2752.693954,-2777.790134,-3.32E+03,-3.22E+03,-2.11E+03
-1816.786945,-1899.781548,-2504.728352,-1.23E+03,-1.17E+03,-3.66E+03
3813.497235,5962.40179,8686.952475,6.42E+03,4.22E+03,-2.62E+03
15052.12372,16833.0055,13254.70112,1.40E+04,9.29E+03,-3.14E+03
14613.2863,15241.73428,15458.32096,1.47E+04,1.19E+04,-1.07E+03
14841.48176,15148.75482,15432.50187,1.47E+04,1.30E+04,-3.16E+01
14762.49102,14992.26707,15448.77246,1.46E+04,1.35E+04,2.04E+03
15060.90047,14875.27719,15350.22273,1.45E+04,1.37E+04,4.63E+03
14718.60728,14556.84597,15244.62586,1.43E+04,1.37E+04,5.67E+03
14635.22817,13041.52567,15018.20166,1.28E+04,1.23E+04,4.63E+03
7512.896738,6872.963791,5423.875428,6.13E+03,7.39E+03,7.23E+03
-1579.814735,-2505.342508,-2825.055697,-2.11E+03,2.14E+03,7.23E+03
-2808.559528,-3205.615296,-3094.240058,-3.66E+03,-8.13E+02,6.71E+03
-3159.629469,-3386.524024,-3166.561621,-3.98E+03,-2.33E+03,5.15E+03
-3335.16444,-3513.147312,-3225.519183,-4.17E+03,-3.09E+03,3.08E+03
-3481.443582,-3529.151348,-3229.267918,-4.19E+03,-3.48E+03,4.87E+02
-3481.443582,-3551.575829,-3232.009305,-4.24E+03,-3.68E+03,-5.51E+02
-3481.443582,-3531.135915,-3229.269482,-4.18E+03,-3.76E+03,-5.51E+02
-3624.797141,-3420.098347,-3170.750181,-4.08E+03,-3.75E+03,-2.62E+03
-3481.443582,-3336.739645,-3133.427427,-3.98E+03,-3.71E+03,-1.59E+03
-3510.69941,-3194.98186,-3059.748739,-3.85E+03,-3.61E+03,-3.14E+03
-3102.580604,-3059.009215,-3033.96792,-3.56E+03,-3.40E+03,-2.11E+03
-2221.980168,-3000.910393,-3004.782891,-3.57E+03,-3.51E+03,-4.18E+03
-3276.652783,-2774.635202,-2802.391041,-1.64E+01,4.43E+02,-3.14E+03
13444.51595,15043.21246,10995.58318,1.10E+04,6.26E+03,-3.66E+03
13669.78583,15048.27003,13263.25879,1.33E+04,9.96E+03,-2.11E+03
14450.91645,14968.90344,15079.26685,1.44E+04,1.20E+04,-1.07E+03
14674.72354,15076.12136,15095.01587,1.46E+04,1.31E+04,-5.51E+02
14592.80722,14982.56279,14992.43166,1.46E+04,1.35E+04,3.60E+03
14547.46068,14676.70926,14882.05022,1.43E+04,1.36E+04,4.12E+03
14718.60728,14450.44995,14771.70858,1.42E+04,1.37E+04,5.67E+03
14671.79795,14163.69458,14543.18476,1.40E+04,1.35E+04,5.67E+03
13130.01579,12502.84337,11311.34737,1.03E+04,1.01E+04,6.71E+03
678.7352193,199.5889077,-116.473022,9.28E+02,4.42E+03,6.19E+03
-2633.024558,-3396.517657,-3349.457724,-3.48E+03,2.90E+02,7.74E+03
-3335.16444,-3630.21461,-3410.429213,-4.04E+03,-1.84E+03,4.12E+03
-3686.234381,-3793.349301,-3476.351792,-4.31E+03,-2.96E+03,2.04E+03
-3861.769351,-3875.96658,-3489.611723,-4.51E+03,-3.56E+03,3.08E+03
-3829.58794,-3878.674773,-3492.516726,-4.49E+03,-3.81E+03,-1.07E+03
-4003.660119,-3836.521597,-3490.315743,-4.38E+03,-3.92E+03,4.85E+02
-4003.660119,-3816.831,-3489.41476,-4.38E+03,-3.95E+03,-2.63E+03
-4003.660119,-3682.540155,-3437.214547,-4.21E+03,-3.90E+03,-3.14E+03
-3861.769351,-3599.911122,-3426.86021,-4.05E+03,-3.77E+03,-2.63E+03
-3398.064471,-3393.142167,-3353.685003,-3.70E+03,-3.55E+03,-3.66E+03
-2834.889774,-2797.572347,-2933.335678,8.52E+02,9.44E+02,-3.66E+03
14614.74909,14071.91093,11197.37806,1.22E+04,7.12E+03,-3.14E+03
13744.38819,14578.86004,14433.35057,1.42E+04,1.06E+04,-2.63E+03
14253.43961,14778.19435,14463.13051,1.43E+04,1.23E+04,-2.11E+03
14467.00715,14886.59505,14493.86277,1.44E+04,1.31E+04,1.00E+03
14547.46068,14745.91638,14404.73596,1.44E+04,1.35E+04,3.08E+03
14547.46068,14595.67982,14304.12004,1.43E+04,1.36E+04,2.56E+03
14547.46068,14377.15337,14202.05744,1.42E+04,1.36E+04,6.19E+03
14153.96979,13736.28576,14098.2308,1.36E+04,1.32E+04,5.15E+03
12060.71527,11557.69918,10853.04703,9.52E+03,9.55E+03,6.71E+03
-702.1398821,-767.4383781,-529.0628619,1.34E+02,3.84E+03,6.71E+03
-3335.16444,-3793.96002,-3651.138427,-3.86E+03,-1.58E+02,5.15E+03
-3861.769351,-4051.344388,-3728.03352,-4.38E+03,-2.21E+03,4.63E+03
-4212.839292,-4159.547671,-3788.210806,-4.64E+03,-3.29E+03,2.56E+03
-4351.804477,-4369.815206,-4150.519118,-4.75E+03,-3.81E+03,-5.53E+02
-4351.804477,-4290.76754,-4124.23472,-4.62E+03,-4.01E+03,1.00E+03
-4351.804477,-4202.924689,-4069.184898,-4.53E+03,-4.04E+03,-1.59E+03
-4177.732298,-3986.620126,-3701.512397,-4.32E+03,-3.99E+03,-1.59E+03
-4177.732298,-3871.439889,-3634.154407,-4.21E+03,-3.91E+03,-3.66E+03
-4212.839292,-3769.95575,-3622.547455,-3.99E+03,-3.75E+03,-3.66E+03
-3475.592416,-3611.686888,-3560.538871,-3.78E+03,-3.63E+03,-3.66E+03
-3153.778304,-2984.792963,-2960.87918,3.09E+02,5.23E+02,-5.22E+03
12650.22021,14921.03537,10461.70594,1.14E+04,6.65E+03,-2.63E+03
13304.08797,14378.57086,14165.83423,1.41E+04,1.04E+04,-4.18E+03
13925.77433,14681.82076,14163.02835,1.43E+04,1.22E+04,-1.59E+03
14298.78614,14789.99658,14163.11467,1.44E+04,1.31E+04,4.84E+02
14376.31409,14767.90792,14164.9569,1.45E+04,1.35E+04,1.00E+03
14376.31409,14568.72999,14049.80597,1.43E+04,1.37E+04,5.15E+03
14376.31409,14373.44485,13936.52127,1.42E+04,1.37E+04,2.56E+03
14153.96979,14028.87967,13821.60925,1.40E+04,1.35E+04,7.22E+03
13476.69736,12565.55077,13705.73336,1.25E+04,1.23E+04,4.63E+03
9012.257945,7546.752521,7239.260305,6.55E+03,7.59E+03,6.19E+03
-2808.559528,-3157.23348,-3507.810847,-2.11E+03,2.15E+03,6.71E+03
-3510.69941,-4125.932768,-4005.805119,-4.20E+03,-1.02E+03,5.67E+03
-4037.304322,-4278.134414,-4487.848531,-4.31E+03,-2.57E+03,3.08E+03
-4351.804477,-4474.04053,-4544.07312,-4.54E+03,-3.37E+03,2.04E+03
-4351.804477,-4484.229947,-4533.20229,-4.53E+03,-3.73E+03,-5.54E+02
-4351.804477,-4390.807312,-4552.851572,-4.43E+03,-3.87E+03,4.83E+02
-4177.732298,-4222.636595,-4482.745934,-4.33E+03,-3.87E+03,-2.11E+03
-4177.732298,-4068.655175,-3905.271444,-4.06E+03,-3.75E+03,-2.63E+03
-4177.732298,-3929.461832,-3799.922692,-3.89E+03,-3.65E+03,-3.67E+03
-4212.839292,-3806.490937,-3744.473765,-3.77E+03,-3.53E+03,-3.67E+03
-3721.341375,-3640.662935,-3682.242427,-3.54E+03,-3.35E+03,-4.18E+03
-2635.950141,-2815.710618,-3371.211121,-1.85E+03,-1.73E+03,-4.18E+03
716.7677963,-592.8315518,3013.977055,5.19E+03,3.57E+03,-3.67E+03
14908.77016,15425.4123,12075.26628,1.37E+04,8.87E+03,-4.70E+03
13838.00684,14708.453,14013.08515,1.44E+04,1.15E+04,-2.11E+03
14007.69065,14742.00278,14018.67802,1.44E+04,1.28E+04,-2.11E+03
14083.7558,14758.03669,13908.82879,1.45E+04,1.34E+04,2.04E+03
14205.16749,14642.6136,13910.92737,1.45E+04,1.37E+04,2.04E+03
14205.16749,14401.44023,13803.32868,1.43E+04,1.37E+04,4.63E+03
13862.8743,14046.5304,13690.2592,1.40E+04,1.36E+04,3.59E+03
13981.3604,13736.56343,13570.15468,1.38E+04,1.34E+04,4.63E+03
12089.97109,11967.20846,13268.63195,1.20E+04,1.18E+04,7.22E+03
8057.055147,5726.356535,5369.884931,5.24E+03,6.74E+03,4.11E+03
-2984.094499,-3733.664217,-3845.061515,-3.00E+03,1.44E+03,7.22E+03
-3861.769351,-4469.868063,-4494.508644,-4.49E+03,-1.52E+03,5.15E+03
-4388.374263,-4716.606583,-4534.670633,-4.75E+03,-3.01E+03,3.59E+03
-4563.909234,-4837.573358,-4555.356312,-4.89E+03,-3.76E+03,4.82E+02
-4525.876657,-4848.144323,-4574.628094,-4.88E+03,-4.08E+03,4.82E+02
-4874.021015,-4722.965521,-4610.376021,-4.73E+03,-4.17E+03,-3.68E+01
-4487.84408,-4530.25857,-4567.294298,-4.58E+03,-4.15E+03,-3.67E+03
-4699.948836,-4272.841013,-4448.451824,-4.40E+03,-4.07E+03,-2.63E+03
-4525.876657,-4066.108581,-4463.972891,-4.18E+03,-3.91E+03,-3.67E+03
-4525.876657,-3957.264374,-3981.728899,-3.94E+03,-3.76E+03,-4.19E+03
-4388.374263,-3853.265296,-3803.35535,-3.83E+03,-3.62E+03,-4.70E+03
-4177.732298,-3675.506841,-3736.517034,-3.58E+03,-3.43E+03,-3.67E+03
-3817.885609,-3504.353447,-3636.52766,-3.43E+03,-3.33E+03,-5.22E+03
-2703.238546,-3602.010498,-3648.570151,-3.74E+03,-3.52E+03,-4.70E+03
-2896.327014,-3508.880433,-3526.233659,-3.87E+03,-3.45E+03,-3.67E+03
-5558.6074,-2695.918227,-2978.534333,1.69E+03,1.63E+03,-5.22E+03
14744.93752,17128.74891,10804.58167,1.37E+04,7.97E+03,-3.15E+03
13617.12534,14888.50186,14019.27263,1.46E+04,1.12E+04,-4.70E+03
14089.60697,14984.29546,14065.75356,1.48E+04,1.28E+04,-2.11E+03
14298.78614,14953.54825,14110.00783,1.48E+04,1.35E+04,-3.79E+01
14205.16749,14685.37701,14021.19509,1.47E+04,1.38E+04,2.04E+03
14205.16749,14559.54937,14036.19261,1.46E+04,1.39E+04,2.55E+03
14205.16749,14310.91651,13927.08561,1.44E+04,1.39E+04,4.11E+03
14153.96979,13975.82311,13808.86412,1.42E+04,1.38E+04,5.15E+03
13516.19273,13429.59226,13698.61179,1.37E+04,1.33E+04,5.15E+03
11752.06628,11080.3861,10703.51189,9.32E+03,9.41E+03,6.70E+03
-1035.656326,-1565.617014,-631.5313164,-4.13E+02,3.54E+03,5.67E+03
-3686.234381,-4327.491348,-4587.980325,-4.19E+03,-4.24E+02,6.18E+03
-4388.374263,-4626.070386,-4566.981214,-4.56E+03,-2.41E+03,4.11E+03
-4699.948836,-4785.301096,-4550.262447,-4.78E+03,-3.43E+03,9.99E+02
-4699.948836,-4820.307663,-4544.995408,-4.81E+03,-3.90E+03,4.80E+02
-4699.948836,-4752.021194,-4552.001093,-4.74E+03,-4.13E+03,-1.08E+03
-4660.453467,-4648.264952,-4503.546808,-4.72E+03,-4.17E+03,-1.59E+03
-4525.876657,-4405.585138,-4478.755351,-4.51E+03,-4.17E+03,-2.63E+03
-4739.444204,-4342.123294,-4485.479959,-4.49E+03,-4.09E+03,-3.67E+03
-4013.899659,-4021.426183,-4467.885638,-4.18E+03,-3.97E+03,-4.71E+03
-3475.592416,-3140.00121,-2988.009263,-3.76E+02,-1.31E+02,-3.67E+03
10725.1867,12196.21366,8949.242602,1.00E+04,5.75E+03,-4.19E+03
